Nº,Date,Time,League,Season,Home,Away,Round,HT_Goals_H,HT_Goals_A,FT_Goals_H,FT_Goals_A,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over8,FT_Odd_Under8,FT_Odd_Over8_Open,FT_Odd_Under8_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4,HT_Ball_Possession_H,HT_Ball_Possession_A,HT_Goal_Attempts_H,HT_Goal_Attempts_A,HT_Attacks_H,HT_Attacks_A,HT_Dangerous_Attacks_H,HT_Dangerous_Attacks_A,HT_Shots_on_Goal_H,HT_Shots_on_Goal_A,HT_Shots_off_Goal_H,HT_Shots_off_Goal_A,HT_Blocked_Shots_H,HT_Blocked_Shots_A,HT_Total_Passes_H,HT_Total_Passes_A,HT_Completed_Passes_H,HT_Completed_Passes_A,HT_Free_Kicks_A,HT_Free_Kicks_H,HT_Goal_Kicks_H,HT_Goal_Kicks_A,HT_Corner_Kicks_H,HT_Corner_Kicks_A,HT_Offsides_H,HT_Offsides_A,HT_Goalkeeper_Saves_H,HT_Goalkeeper_Saves_A,HT_Fouls_H,HT_Fouls_A,HT_Yellow_Cards_H,HT_Yellow_Cards_A,HT_Red_Cards_H,HT_Red_Cards_A,HT_Tackles_H,HT_Tackles_A,HT_Throwin_A,HT_Throwin_H,FT_Ball_Possession_H,FT_Ball_Possession_A,FT_Goal_Attempts_H,FT_Goal_Attempts_A,FT_Attacks_H,FT_Attacks_A,FT_Dangerous_Attacks_H,FT_Dangerous_Attacks_A,FT_Shots_on_Goal_H,FT_Shots_on_Goal_A,FT_Shots_off_Goal_H,FT_Shots_off_Goal_A,FT_Blocked_Shots_H,FT_Blocked_Shots_A,FT_Total_Passes_H,FT_Total_Passes_A,FT_Completed_Passes_H,FT_Completed_Passes_A,FT_Pass_Success_%_H,FT_Pass_Success_%_A,FT_Free_Kicks_A,FT_Free_Kicks_H,FT_Goal_Kicks_H,FT_Goal_Kicks_A,FT_Corner_Kicks_H,FT_Corner_Kicks_A,FT_Offsides_H,FT_Offsides_A,FT_Goalkeeper_Saves_H,FT_Goalkeeper_Saves_A,FT_Fouls_H,FT_Fouls_A,FT_Yellow_Cards_H,FT_Yellow_Cards_A,FT_Red_Cards_A,FT_Red_Cards_H,FT_Tackles_H,FT_Tackles_A,FT_Throwin_A,FT_Throwin_H
83,2010-06-20,15:30,WORLD - WORLD CUP,2010,Brazil,Ivory Coast,ROUND 2,1,0,3,1,2.38,2.1,5.0,2.15,2.2,5.5,1.4,2.7,1.33,3.10,0.0,0.0,0,0,2.95,1.35,2.65,1.42,0.0,0.0,0,0,7.75,1.05,7.50,1.06,1.73,3.5,5.5,1.67,3.4,5.0,1.12,1.29,2.0,1.12,1.23,2.04,0.0,0.0,0.0,0.0,1.05,8.0,1.02,10.00,0.0,0.0,0,0,1.35,2.95,1.25,3.60,0.0,0.0,0,0,2.15,1.67,1.90,1.90,0.0,0.0,0,0,3.55,1.25,3.20,1.30,0.0,0.0,0,0,8.5,1.04,7.00,1.07,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,8.5,17.0,51.0,13.0,15.0,34.0,67.0,201.0,126.0,151.0,251.0,29.0,34.0,51.0,151.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2010-06-21,08:30,WORLD - WORLD CUP,2010,Portugal,North Korea,ROUND 2,1,0,7,0,1.91,2.25,9.5,1.4,3.0,12.0,1.4,2.75,1.22,3.80,0.0,0.0,0,0,3.0,1.34,2.25,1.57,0.0,0.0,0,0,8.5,1.04,5.50,1.11,1.36,4.5,11.0,1.17,6.0,15.0,1.02,1.17,3.0,1.02,1.1,4.2,0.0,0.0,0.0,0.0,1.04,8.25,1.01,11.00,0.0,0.0,0,0,1.34,3.0,1.14,4.75,0.0,0.0,0,0,2.15,1.67,1.60,2.29,0.0,0.0,0,0,3.75,1.23,2.45,1.48,0.0,0.0,0,0,8.0,1.05,4.59,1.15,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.98,0.0,0.0,2.08,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,41.0,151.0,5.0,8.5,29.0,81.0,5.5,9.0,29.0,81.0,8.0,15.0,41.0,126.0,251.0,501.0,501.0,251.0,15.0,26.0,67.0,251.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2010-06-21,11:00,WORLD - WORLD CUP,2010,Chile,Switzerland,ROUND 2,0,0,1,0,2.75,2.1,4.0,2.8,2.1,4.0,1.44,2.6,1.35,2.95,0.0,0.0,0,0,3.2,1.31,2.85,1.37,0.0,0.0,0,0,10.0,1.02,8.50,1.04,2.1,3.25,3.8,2.1,3.25,3.25,1.22,1.3,1.67,1.26,1.26,1.6,0.0,0.0,0.0,0.0,1.06,7.25,1.04,8.50,0.0,0.0,0,0,1.4,2.75,1.31,3.20,0.0,0.0,0,0,2.25,1.62,2.25,1.62,0.0,0.0,0,0,4.33,1.18,3.60,1.25,0.0,0.0,0,0,10.0,1.02,7.75,1.05,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1.88,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,17.0,41.0,6.5,6.0,13.0,34.0,9.0,9.0,17.0,41.0,19.0,19.0,34.0,67.0,101.0,81.0,101.0,201.0,41.0,41.0,67.0,151.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010-06-21,15:30,WORLD - WORLD CUP,2010,Spain,Honduras,ROUND 2,1,0,2,0,1.45,2.88,13.0,1.4,3.1,10.0,1.25,3.6,1.22,3.80,0.0,0.0,0,0,2.1,1.65,2.20,1.60,0.0,0.0,0,0,4.0,1.2,5.25,1.12,1.12,8.5,23.0,1.17,6.5,12.0,1.01,1.05,5.5,1.02,1.08,4.2,0.0,0.0,0.0,0.0,1.01,15.0,1.01,11.00,0.0,0.0,0,0,1.14,4.75,1.13,5.00,0.0,0.0,0,0,1.53,2.4,1.48,2.60,0.0,0.0,0,0,2.2,1.6,2.35,1.53,0.0,0.0,0,0,3.3,1.28,4.33,1.18,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.17,0.0,0.0,2.04,1.88,0.0,0.0,0.0,0.0,0.0,0.0,17.0,41.0,101.0,501.0,5.5,17.0,51.0,251.0,5.0,9.0,41.0,201.0,6.0,12.0,41.0,201.0,251.0,251.0,501.0,501.0,9.0,19.0,51.0,201.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2010-06-22,11:00,WORLD - WORLD CUP,2010,France,South Africa,ROUND 3,0,1,1,2,2.75,2.1,3.75,2.4,2.25,4.5,1.38,2.8,1.38,2.8,0.0,0.0,0,0,2.85,1.37,3.10,1.33,0.0,0.0,0,0,8.5,1.04,9.25,1.03,2.1,3.4,3.6,1.8,3.5,4.0,1.25,1.29,1.67,1.18,1.23,1.83,0.0,0.0,0.0,0.0,1.04,8.75,1.05,7.75,0.0,0.0,0,0,1.31,3.2,1.37,2.85,0.0,0.0,0,0,2.0,1.8,2.35,1.57,0.0,0.0,0,0,3.6,1.25,4.09,1.20,0.0,0.0,0,0,7.75,1.05,9.25,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1.85,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,17.0,41.0,7.5,6.0,12.0,29.0,10.0,9.0,15.0,41.0,19.0,17.0,29.0,51.0,81.0,67.0,81.0,151.0,41.0,41.0,51.0,101.0,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2010-06-22,11:00,WORLD - WORLD CUP,2010,Mexico,Uruguay,ROUND 3,0,1,0,1,4.5,1.44,5.0,3.2,2.0,3.2,1.85,1.85,1.38,2.80,0.0,0.0,0,0,4.25,1.18,3.10,1.33,0.0,0.0,0,0,11.0,1.01,9.25,1.03,3.75,2.0,3.6,2.6,3.1,2.6,1.25,1.73,1.29,1.4,1.29,1.4,0.0,0.0,0.0,0.0,1.3,3.25,1.05,7.75,0.0,0.0,0,0,1.8,1.9,1.37,2.85,0.0,0.0,0,0,3.35,1.3,2.35,1.57,0.0,0.0,0,0,5.25,1.12,4.00,1.20,0.0,0.0,0,0,11.0,1.01,9.25,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.98,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,17.0,41.0,6.5,4.33,15.0,41.0,12.0,13.0,11.0,51.0,29.0,34.0,51.0,81.0,81.0,81.0,151.0,401.0,67.0,81.0,126.0,351.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2010-06-22,15:30,WORLD - WORLD CUP,2010,Greece,Argentina,ROUND 3,0,0,0,2,6.5,2.25,2.0,5.5,2.25,2.1,1.34,3.0,1.33,3.10,0.0,0.0,0,0,2.65,1.42,2.75,1.40,0.0,0.0,0,0,7.5,1.06,7.75,1.05,8.0,4.33,1.44,5.5,3.6,1.57,2.63,1.2,1.06,2.15,1.22,1.11,0.0,0.0,0.0,0.0,1.02,10.0,1.03,9.25,0.0,0.0,0,0,1.25,3.6,1.30,3.20,0.0,0.0,0,0,1.9,1.9,2.04,1.75,0.0,0.0,0,0,3.2,1.3,3.2,1.3,0.0,0.0,0,0,7.0,1.07,7.25,1.06,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.8,0.0,0.0,1.88,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.5,6.5,9.5,15.0,8.0,8.5,12.0,34.0,21.0,19.0,29.0,81.0,51.0,51.0,67.0,19.0,23.0,41.0,126.0,351.0,201.0,201.0,301.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2010-06-22,15:30,WORLD - WORLD CUP,2010,Nigeria,South Korea,ROUND 3,1,1,2,2,3.75,2.04,3.1,2.5,2.1,4.33,1.5,2.4,1.38,2.80,0.0,0.0,0,0,3.6,1.25,3.10,1.33,0.0,0.0,0,0,11.0,1.01,9.25,1.03,2.88,3.4,2.5,1.91,3.25,3.75,1.5,1.29,1.38,1.2,1.26,1.73,0.0,0.0,0.0,0.0,1.08,6.25,1.05,7.75,0.0,0.0,0,0,1.48,2.5,1.37,2.85,0.0,0.0,0,0,2.4,1.53,2.38,1.55,0.0,0.0,0,0,5.0,1.13,4.09,1.20,0.0,0.0,0,0,11.0,1.01,9.25,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2.17,1.75,2.17,1.75,1.77,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.5,10.0,23.0,7.0,6.0,10.0,23.0,13.0,11.0,19.0,41.0,34.0,29.0,41.0,67.0,51.0,51.0,81.0,201.0,81.0,67.0,101.0,201.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2010-06-23,11:00,WORLD - WORLD CUP,2010,Slovenia,England,ROUND 3,0,1,0,1,7.0,2.25,2.0,7.0,2.38,1.8,1.38,2.8,1.34,3.00,0.0,0.0,0,0,2.85,1.37,2.80,1.38,0.0,0.0,0,0,8.5,1.04,7.75,1.05,7.5,4.5,1.44,7.0,4.2,1.4,2.63,1.17,1.07,2.6,1.17,1.07,0.0,0.0,0.0,0.0,1.06,10.0,1.05,11.00,0.0,0.0,0,0,1.33,3.25,1.29,3.50,0.0,0.0,0,0,2.1,1.7,2.00,1.80,0.0,0.0,0,0,3.75,1.25,3.40,1.30,0.0,0.0,0,0,8.0,1.08,6.50,1.11,0.0,0.0,0,0,19.0,1.02,15.00,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4.8,1.18,5.75,1.13,3.35,1.3,0.0,0.0,2.35,1.57,0.0,0.0,1.73,2.08,0.0,0.0,1.4,2.85,0.0,0.0,1.23,4.09,0.0,0.0,1.12,6.1,10.0,5.5,6.0,9.0,15.0,8.5,8.5,13.0,34.0,21.0,23.0,34.0,101.0,51.0,67.0,81.0,19.0,26.0,51.0,151.0,451.0,251.0,251.0,401.0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2010-06-23,11:00,WORLD - WORLD CUP,2010,USA,Algeria,ROUND 3,0,0,1,0,2.5,2.2,4.0,2.4,2.1,4.5,1.36,2.9,1.38,2.80,0.0,0.0,0,0,2.75,1.4,3.10,1.33,0.0,0.0,0,0,7.25,1.06,9.25,1.03,1.91,3.5,4.2,1.8,3.25,4.33,1.2,1.29,1.8,1.14,1.26,1.83,0.0,0.0,0.0,0.0,1.05,11.0,1.07,9.00,0.0,0.0,0,0,1.29,3.5,1.36,3.00,0.0,0.0,0,0,1.95,1.85,2.25,1.62,0.0,0.0,0,0,3.25,1.33,3.75,1.25,0.0,0.0,0,0,6.5,1.11,8.00,1.08,0.0,0.0,0,0,15.0,1.03,19.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.38,3.0,1.6,2.29,1.27,3.55,2.1,1.7,1.14,5.5,3.0,1.38,0.0,0.0,4.09,1.23,0.0,0.0,6.6,1.11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,126.0,81.0,81.0,151.0,34.0,34.0,51.0,101.0,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2010-06-23,15:30,WORLD - WORLD CUP,2010,Australia,Serbia,ROUND 3,0,0,2,1,4.33,2.1,2.5,4.0,2.1,2.8,1.37,2.9,1.38,2.80,0.0,0.0,0,0,2.8,1.38,3.10,1.33,0.0,0.0,0,0,7.75,1.05,9.25,1.03,4.5,3.6,1.83,3.25,3.25,2.1,1.83,1.25,1.17,1.6,1.26,1.26,0.0,0.0,0.0,0.0,1.06,10.0,1.08,8.00,0.0,0.0,0,0,1.33,3.25,1.40,2.75,0.0,0.0,0,0,2.04,1.75,2.20,1.65,0.0,0.0,0,0,3.75,1.25,4.33,1.20,0.0,0.0,0,0,8.0,1.08,10.00,1.06,0.0,0.0,0,0,17.0,1.02,21.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,1.35,3.55,1.27,2.35,1.57,5.75,1.13,1.75,2.04,0.0,0.0,1.4,2.85,0.0,0.0,1.23,4.09,0.0,0.0,1.11,6.6,0.0,0.0,0.0,0.0,10.0,6.5,8.5,15.0,11.0,6.5,8.5,15.0,21.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,34.0,34.0,51.0,126.0,126.0,81.0,101.0,151.0,401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2010-06-23,15:30,WORLD - WORLD CUP,2010,Ghana,Germany,ROUND 3,0,0,0,1,6.0,2.29,2.0,5.0,2.2,2.25,1.34,3.0,1.37,2.85,0.0,0.0,0,0,2.65,1.42,2.95,1.35,0.0,0.0,0,0,7.25,1.06,8.50,1.04,8.0,4.5,1.44,4.5,3.4,1.73,2.63,1.17,1.06,1.91,1.25,1.13,0.0,0.0,0.0,0.0,1.05,11.0,1.05,11.0,0.0,0.0,0,0,1.29,3.5,1.30,3.40,0.0,0.0,0,0,1.95,1.85,2.00,1.80,0.0,0.0,0,0,3.4,1.3,3.4,1.3,0.0,0.0,0,0,6.5,1.11,7.00,1.10,0.0,0.0,0,0,15.0,1.03,15.0,1.03,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.5,1.14,6.1,1.12,3.35,1.3,0.0,0.0,2.38,1.55,0.0,0.0,1.77,2.02,0.0,0.0,1.45,2.67,0.0,0.0,1.25,3.8,0.0,0.0,1.13,5.75,11.0,6.5,6.5,10.0,15.0,8.0,8.5,12.0,34.0,19.0,21.0,29.0,81.0,51.0,51.0,67.0,19.0,23.0,41.0,126.0,301.0,151.0,151.0,251.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2010-06-24,11:00,WORLD - WORLD CUP,2010,Paraguay,New Zealand,ROUND 3,0,0,0,0,2.0,2.2,8.0,1.62,2.75,7.5,1.38,2.8,1.25,3.60,0.0,0.0,0,0,2.85,1.37,2.40,1.50,0.0,0.0,0,0,8.5,1.04,5.75,1.10,1.4,4.5,9.0,1.29,5.0,8.5,1.04,1.17,2.75,1.04,1.12,3.1,0.0,0.0,0.0,0.0,1.07,9.0,1.06,10.00,0.0,0.0,0,0,1.36,3.0,1.33,3.25,0.0,0.0,0,0,2.15,1.67,1.80,2.00,0.0,0.0,0,0,4.0,1.22,3.75,1.25,0.0,0.0,0,0,9.0,1.07,8.00,1.08,0.0,0.0,0,0,19.0,1.02,17.00,1.02,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.1,7.2,1.23,4.09,1.1,7.2,1.45,2.67,0.0,0.0,1.95,1.98,0.0,0.0,2.5,1.5,0.0,0.0,3.55,1.27,0.0,0.0,5.5,1.14,0.0,0.0,10.0,15.0,41.0,101.0,5.0,8.5,23.0,67.0,5.5,9.0,29.0,81.0,8.5,15.0,41.0,126.0,501.0,351.0,401.0,451.0,17.0,29.0,51.0,201.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
